source,periodType,date,instrument,period,price,ws
OCEAN,Months,2025-07-22,TD20,2027-09-01,11.5,67.73
OCEAN,Months,2025-07-22,TD20,2027-10-01,11.5,67.73
OCEAN,Months,2025-07-22,TD20,2027-11-01,11.5,67.73
OCEAN,Months,2025-07-22,TD20,2027-12-01,11.5,67.73
OCEAN,Months,2025-07-22,TD22,2026-07-01,25.9259,7.0
OCEAN,Months,2025-07-22,TD22,2026-08-01,25.9259,7.0
OCEAN,Months,2025-07-22,TD22,2026-09-01,25.9259,7.0
OCEAN,Months,2025-07-22,TD22,2026-10-01,25.9259,7.0
OCEAN,Months,2025-07-22,TD22,2026-11-01,25.9259,7.0
OCEAN,Months,2025-07-22,TD22,2026-12-01,25.9259,7.0
OCEAN,Months,2025-07-22,TD22,2027-01-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-02-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-03-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-04-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-05-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-06-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-07-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-08-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-09-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-10-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-11-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD22,2027-12-01,24.4444,6.6
OCEAN,Months,2025-07-22,TD25,2026-07-01,23.98,111.38
OCEAN,Months,2025-07-22,TD25,2026-08-01,23.98,111.38
OCEAN,Months,2025-07-22,TD25,2026-09-01,23.98,111.38
OCEAN,Months,2025-07-22,TD25,2026-10-01,23.98,111.38
OCEAN,Months,2025-07-22,TD25,2026-11-01,23.98,111.38
OCEAN,Months,2025-07-22,TD25,2026-12-01,23.98,111.38
OCEAN,Months,2025-07-22,TD25,2027-01-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-02-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-03-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-04-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-05-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-06-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-07-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-08-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-09-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-10-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-11-01,22.58,104.87
OCEAN,Months,2025-07-22,TD25,2027-12-01,22.58,104.87
OCEAN,Spot,2025-07-23,TD3C,2025-07-01,10.6048,49.15
OCEAN,Balmo,2025-07-23,TD3C,2025-07-01,10.79,50.0
OCEAN,Months,2025-07-23,TD3C,2025-07-01,10.84,50.24
OCEAN,Months,2025-07-23,TD3C,2025-08-01,11.06,51.25
OCEAN,Months,2025-07-23,TD3C,2025-09-01,12.08,56.0
OCEAN,Spot,2025-07-23,TD20,2025-07-01,13.9101,81.94
OCEAN,Balmo,2025-07-23,TD20,2025-07-01,14.08,82.92
OCEAN,Months,2025-07-23,TD20,2025-07-01,14.09,83.0
OCEAN,Months,2025-07-23,TD20,2025-08-01,13.84,81.5
OCEAN,Months,2025-07-23,TD20,2025-09-01,13.75,81.0
OCEAN,Spot,2025-07-23,TD22,2025-07-01,26.85,7.25
OCEAN,Balmo,2025-07-23,TD22,2025-07-01,27.4691,7.4167
OCEAN,Months,2025-07-23,TD22,2025-07-01,27.037,7.3
OCEAN,Months,2025-07-23,TD22,2025-08-01,26.2963,7.1
OCEAN,Months,2025-07-23,TD22,2025-09-01,25.5556,6.9
OCEAN,Spot,2025-07-23,TD25,2025-07-01,23.93,111.12
OCEAN,Balmo,2025-07-23,TD25,2025-07-01,25.43,118.14
OCEAN,Months,2025-07-23,TD25,2025-07-01,26.62,123.62
OCEAN,Months,2025-07-23,TD25,2025-08-01,28.02,130.12
OCEAN,Months,2025-07-23,TD25,2025-09-01,27.26,126.62
OCEAN,Months,2025-07-23,TD3C,2025-10-01,13.49,62.5
OCEAN,Months,2025-07-23,TD3C,2025-11-01,13.49,62.5
OCEAN,Months,2025-07-23,TD3C,2025-12-01,13.49,62.5
OCEAN,Months,2025-07-23,TD3C,2026-01-01,12.5,57.92
OCEAN,Months,2025-07-23,TD3C,2026-02-01,12.5,57.92
OCEAN,Months,2025-07-23,TD3C,2026-03-01,12.5,57.92
OCEAN,Months,2025-07-23,TD3C,2026-04-01,11.9,55.14
OCEAN,Months,2025-07-23,TD3C,2026-05-01,11.9,55.14
OCEAN,Months,2025-07-23,TD3C,2026-06-01,11.9,55.14
OCEAN,Months,2025-07-23,TD20,2025-10-01,15.11,89.0
OCEAN,Months,2025-07-23,TD20,2025-11-01,15.11,89.0
OCEAN,Months,2025-07-23,TD20,2025-12-01,15.11,89.0
OCEAN,Months,2025-07-23,TD20,2026-01-01,14.08,82.92
OCEAN,Months,2025-07-23,TD20,2026-02-01,14.08,82.92
OCEAN,Months,2025-07-23,TD20,2026-03-01,14.08,82.92
OCEAN,Months,2025-07-23,TD20,2026-04-01,12.05,70.97
OCEAN,Months,2025-07-23,TD20,2026-05-01,12.05,70.97
OCEAN,Months,2025-07-23,TD20,2026-06-01,12.05,70.97
OCEAN,Months,2025-07-23,TD22,2025-10-01,29.6296,8.0
OCEAN,Months,2025-07-23,TD22,2025-11-01,29.6296,8.0
OCEAN,Months,2025-07-23,TD22,2025-12-01,29.6296,8.0
OCEAN,Months,2025-07-23,TD22,2026-01-01,26.8519,7.25
OCEAN,Months,2025-07-23,TD22,2026-02-01,26.8519,7.25
OCEAN,Months,2025-07-23,TD22,2026-03-01,26.8519,7.25
OCEAN,Months,2025-07-23,TD22,2026-04-01,25.5556,6.9
OCEAN,Months,2025-07-23,TD22,2026-05-01,25.5556,6.9
OCEAN,Months,2025-07-23,TD22,2026-06-01,25.5556,6.9
OCEAN,Months,2025-07-23,TD25,2025-10-01,29.52,137.12
OCEAN,Months,2025-07-23,TD25,2025-11-01,29.52,137.12
OCEAN,Months,2025-07-23,TD25,2025-12-01,29.52,137.12
OCEAN,Months,2025-07-23,TD25,2026-01-01,26.77,124.34
OCEAN,Months,2025-07-23,TD25,2026-02-01,26.77,124.34
OCEAN,Months,2025-07-23,TD25,2026-03-01,26.77,124.34
OCEAN,Months,2025-07-23,TD25,2026-04-01,24.12,112.03
OCEAN,Months,2025-07-23,TD25,2026-05-01,24.12,112.03
OCEAN,Months,2025-07-23,TD25,2026-06-01,24.12,112.03
OCEAN,Months,2025-07-23,TD3C,2026-07-01,11.7,54.22
OCEAN,Months,2025-07-23,TD3C,2026-08-01,11.7,54.22
OCEAN,Months,2025-07-23,TD3C,2026-09-01,11.7,54.22
OCEAN,Months,2025-07-23,TD3C,2026-10-01,11.7,54.22
OCEAN,Months,2025-07-23,TD3C,2026-11-01,11.7,54.22
OCEAN,Months,2025-07-23,TD3C,2026-12-01,11.7,54.22
OCEAN,Months,2025-07-23,TD3C,2027-01-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-02-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-03-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-04-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-05-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-06-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-07-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-08-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-09-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-10-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-11-01,11.0,50.97
OCEAN,Months,2025-07-23,TD3C,2027-12-01,11.0,50.97
OCEAN,Months,2025-07-23,TD20,2026-07-01,12.57,74.03
OCEAN,Months,2025-07-23,TD20,2026-08-01,12.57,74.03
OCEAN,Months,2025-07-23,TD20,2026-09-01,12.57,74.03
OCEAN,Months,2025-07-23,TD20,2026-10-01,12.57,74.03
OCEAN,Months,2025-07-23,TD20,2026-11-01,12.57,74.03
OCEAN,Months,2025-07-23,TD20,2026-12-01,12.57,74.03
OCEAN,Months,2025-07-23,TD20,2027-01-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-02-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-03-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-04-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-05-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-06-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-07-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-08-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-09-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-10-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-11-01,11.5,67.73
OCEAN,Months,2025-07-23,TD20,2027-12-01,11.5,67.73
OCEAN,Months,2025-07-23,TD22,2026-07-01,25.9259,7.0
OCEAN,Months,2025-07-23,TD22,2026-08-01,25.9259,7.0
OCEAN,Months,2025-07-23,TD22,2026-09-01,25.9259,7.0
OCEAN,Months,2025-07-23,TD22,2026-10-01,25.9259,7.0
OCEAN,Months,2025-07-23,TD22,2026-11-01,25.9259,7.0
OCEAN,Months,2025-07-23,TD22,2026-12-01,25.9259,7.0
OCEAN,Months,2025-07-23,TD22,2027-01-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-02-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-03-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-04-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-05-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-06-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-07-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-08-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-09-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-10-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-11-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD22,2027-12-01,24.4444,6.6
OCEAN,Months,2025-07-23,TD25,2026-07-01,24.17,112.26
OCEAN,Months,2025-07-23,TD25,2026-08-01,24.17,112.26
OCEAN,Months,2025-07-23,TD25,2026-09-01,24.17,112.26
OCEAN,Months,2025-07-23,TD25,2026-10-01,24.17,112.26
OCEAN,Months,2025-07-23,TD25,2026-11-01,24.17,112.26
OCEAN,Months,2025-07-23,TD25,2026-12-01,24.17,112.26
OCEAN,Months,2025-07-23,TD25,2027-01-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-02-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-03-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-04-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-05-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-06-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-07-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-08-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-09-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-10-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-11-01,22.77,105.76
OCEAN,Months,2025-07-23,TD25,2027-12-01,22.77,105.76
OCEAN,Spot,2025-07-24,TD3C,2025-07-01,9.9579,46.15
OCEAN,Balmo,2025-07-24,TD3C,2025-07-01,10.18,47.16
OCEAN,Months,2025-07-24,TD3C,2025-07-01,10.67,49.45
OCEAN,Months,2025-07-24,TD3C,2025-08-01,11.28,52.25
OCEAN,Months,2025-07-24,TD3C,2025-09-01,12.14,56.25
OCEAN,Spot,2025-07-24,TD20,2025-07-01,13.0147,76.67
OCEAN,Balmo,2025-07-24,TD20,2025-07-01,13.24,77.96
OCEAN,Months,2025-07-24,TD20,2025-07-01,13.86,81.65
OCEAN,Months,2025-07-24,TD20,2025-08-01,13.41,79.0
OCEAN,Months,2025-07-24,TD20,2025-09-01,13.58,80.0
OCEAN,Spot,2025-07-24,TD22,2025-07-01,25.93,7.0
OCEAN,Balmo,2025-07-24,TD22,2025-07-01,26.4741,7.148
OCEAN,Months,2025-07-24,TD22,2025-07-01,26.7407,7.22
OCEAN,Months,2025-07-24,TD22,2025-08-01,26.1111,7.05
OCEAN,Months,2025-07-24,TD22,2025-09-01,25.5556,6.9
OCEAN,Spot,2025-07-24,TD25,2025-07-01,23.9,110.99
OCEAN,Balmo,2025-07-24,TD25,2025-07-01,25.14,116.77
OCEAN,Months,2025-07-24,TD25,2025-07-01,26.48,122.99
OCEAN,Months,2025-07-24,TD25,2025-08-01,27.99,129.99
OCEAN,Months,2025-07-24,TD25,2025-09-01,27.13,125.99
OCEAN,Months,2025-07-24,TD3C,2025-10-01,13.49,62.5
OCEAN,Months,2025-07-24,TD3C,2025-11-01,13.49,62.5
OCEAN,Months,2025-07-24,TD3C,2025-12-01,13.49,62.5
OCEAN,Months,2025-07-24,TD3C,2026-01-01,12.5,57.92
OCEAN,Months,2025-07-24,TD3C,2026-02-01,12.5,57.92
OCEAN,Months,2025-07-24,TD3C,2026-03-01,12.5,57.92
OCEAN,Months,2025-07-24,TD3C,2026-04-01,11.9,55.14
OCEAN,Months,2025-07-24,TD3C,2026-05-01,11.9,55.14
OCEAN,Months,2025-07-24,TD3C,2026-06-01,11.9,55.14
OCEAN,Months,2025-07-24,TD20,2025-10-01,14.94,88.0
OCEAN,Months,2025-07-24,TD20,2025-11-01,14.94,88.0
OCEAN,Months,2025-07-24,TD20,2025-12-01,14.94,88.0
OCEAN,Months,2025-07-24,TD20,2026-01-01,14.08,82.92
OCEAN,Months,2025-07-24,TD20,2026-02-01,14.08,82.92
OCEAN,Months,2025-07-24,TD20,2026-03-01,14.08,82.92
OCEAN,Months,2025-07-24,TD20,2026-04-01,12.05,70.97
OCEAN,Months,2025-07-24,TD20,2026-05-01,12.05,70.97
OCEAN,Months,2025-07-24,TD20,2026-06-01,12.05,70.97
OCEAN,Months,2025-07-24,TD22,2025-10-01,29.6296,8.0
OCEAN,Months,2025-07-24,TD22,2025-11-01,29.6296,8.0
OCEAN,Months,2025-07-24,TD22,2025-12-01,29.6296,8.0
OCEAN,Months,2025-07-24,TD22,2026-01-01,26.8519,7.25
OCEAN,Months,2025-07-24,TD22,2026-02-01,26.8519,7.25
OCEAN,Months,2025-07-24,TD22,2026-03-01,26.8519,7.25
OCEAN,Months,2025-07-24,TD22,2026-04-01,25.5556,6.9
OCEAN,Months,2025-07-24,TD22,2026-05-01,25.5556,6.9
OCEAN,Months,2025-07-24,TD22,2026-06-01,25.5556,6.9
OCEAN,Months,2025-07-24,TD25,2025-10-01,28.96,134.49
OCEAN,Months,2025-07-24,TD25,2025-11-01,28.96,134.49
OCEAN,Months,2025-07-24,TD25,2025-12-01,28.96,134.49
OCEAN,Months,2025-07-24,TD25,2026-01-01,26.73,124.15
OCEAN,Months,2025-07-24,TD25,2026-02-01,26.73,124.15
OCEAN,Months,2025-07-24,TD25,2026-03-01,26.73,124.15
OCEAN,Months,2025-07-24,TD25,2026-04-01,24.08,111.84
OCEAN,Months,2025-07-24,TD25,2026-05-01,24.08,111.84
OCEAN,Months,2025-07-24,TD25,2026-06-01,24.08,111.84
OCEAN,Months,2025-07-24,TD3C,2026-07-01,11.65,53.99
OCEAN,Months,2025-07-24,TD3C,2026-08-01,11.65,53.99
OCEAN,Months,2025-07-24,TD3C,2026-09-01,11.65,53.99
OCEAN,Months,2025-07-24,TD3C,2026-10-01,11.65,53.99
OCEAN,Months,2025-07-24,TD3C,2026-11-01,11.65,53.99
OCEAN,Months,2025-07-24,TD3C,2026-12-01,11.65,53.99
OCEAN,Months,2025-07-24,TD3C,2027-01-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-02-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-03-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-04-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-05-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-06-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-07-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-08-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-09-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-10-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-11-01,11.0,50.97
OCEAN,Months,2025-07-24,TD3C,2027-12-01,11.0,50.97
OCEAN,Months,2025-07-24,TD20,2026-07-01,12.57,74.03
OCEAN,Months,2025-07-24,TD20,2026-08-01,12.57,74.03
OCEAN,Months,2025-07-24,TD20,2026-09-01,12.57,74.03
OCEAN,Months,2025-07-24,TD20,2026-10-01,12.57,74.03
OCEAN,Months,2025-07-24,TD20,2026-11-01,12.57,74.03
OCEAN,Months,2025-07-24,TD20,2026-12-01,12.57,74.03
OCEAN,Months,2025-07-24,TD20,2027-01-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-02-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-03-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-04-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-05-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-06-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-07-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-08-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-09-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-10-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-11-01,11.5,67.73
OCEAN,Months,2025-07-24,TD20,2027-12-01,11.5,67.73
OCEAN,Months,2025-07-24,TD22,2026-07-01,25.9259,7.0
OCEAN,Months,2025-07-24,TD22,2026-08-01,25.9259,7.0
OCEAN,Months,2025-07-24,TD22,2026-09-01,25.9259,7.0
OCEAN,Months,2025-07-24,TD22,2026-10-01,25.9259,7.0
OCEAN,Months,2025-07-24,TD22,2026-11-01,25.9259,7.0
OCEAN,Months,2025-07-24,TD22,2026-12-01,25.9259,7.0
OCEAN,Months,2025-07-24,TD22,2027-01-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-02-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-03-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-04-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-05-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-06-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-07-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-08-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-09-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-10-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-11-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD22,2027-12-01,24.4444,6.6
OCEAN,Months,2025-07-24,TD25,2026-07-01,24.13,112.07
OCEAN,Months,2025-07-24,TD25,2026-08-01,24.13,112.07
OCEAN,Months,2025-07-24,TD25,2026-09-01,24.13,112.07
OCEAN,Months,2025-07-24,TD25,2026-10-01,24.13,112.07
OCEAN,Months,2025-07-24,TD25,2026-11-01,24.13,112.07
OCEAN,Months,2025-07-24,TD25,2026-12-01,24.13,112.07
OCEAN,Months,2025-07-24,TD25,2027-01-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-02-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-03-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-04-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-05-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-06-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-07-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-08-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-09-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-10-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-11-01,22.73,105.57
OCEAN,Months,2025-07-24,TD25,2027-12-01,22.73,105.57
OCEAN,Spot,2025-07-25,TD3C,2025-07-01,9.8177,45.5
OCEAN,Balmo,2025-07-25,TD3C,2025-07-01,10.27,47.58
OCEAN,Months,2025-07-25,TD3C,2025-07-01,10.67,49.45
OCEAN,Months,2025-07-25,TD3C,2025-08-01,11.44,53.0
OCEAN,Months,2025-07-25,TD3C,2025-09-01,12.08,56.0
OCEAN,Spot,2025-07-25,TD20,2025-07-01,13.0418,76.83
OCEAN,Balmo,2025-07-25,TD20,2025-07-01,13.29,78.24
OCEAN,Months,2025-07-25,TD20,2025-07-01,13.86,81.65
OCEAN,Months,2025-07-25,TD20,2025-08-01,13.41,79.0
OCEAN,Months,2025-07-25,TD20,2025-09-01,13.58,80.0
OCEAN,Spot,2025-07-25,TD22,2025-07-01,25.93,7.0
OCEAN,Balmo,2025-07-25,TD22,2025-07-01,26.6111,7.185
OCEAN,Months,2025-07-25,TD22,2025-07-01,26.7407,7.22
OCEAN,Months,2025-07-25,TD22,2025-08-01,26.1111,7.05
OCEAN,Months,2025-07-25,TD22,2025-09-01,25.5556,6.9
OCEAN,Spot,2025-07-25,TD25,2025-07-01,23.87,110.86
OCEAN,Balmo,2025-07-25,TD25,2025-07-01,24.13,112.06
OCEAN,Months,2025-07-25,TD25,2025-07-01,26.24,121.86
OCEAN,Months,2025-07-25,TD25,2025-08-01,27.96,129.86
OCEAN,Months,2025-07-25,TD25,2025-09-01,27.53,127.86
OCEAN,Months,2025-07-25,TD3C,2025-10-01,13.7,63.5
OCEAN,Months,2025-07-25,TD3C,2025-11-01,13.7,63.5
OCEAN,Months,2025-07-25,TD3C,2025-12-01,13.7,63.5
OCEAN,Months,2025-07-25,TD3C,2026-01-01,12.5,57.92
OCEAN,Months,2025-07-25,TD3C,2026-02-01,12.5,57.92
OCEAN,Months,2025-07-25,TD3C,2026-03-01,12.5,57.92
OCEAN,Months,2025-07-25,TD3C,2026-04-01,11.9,55.14
OCEAN,Months,2025-07-25,TD3C,2026-05-01,11.9,55.14
OCEAN,Months,2025-07-25,TD3C,2026-06-01,11.9,55.14
OCEAN,Months,2025-07-25,TD20,2025-10-01,14.94,88.0
OCEAN,Months,2025-07-25,TD20,2025-11-01,14.94,88.0
OCEAN,Months,2025-07-25,TD20,2025-12-01,14.94,88.0
OCEAN,Months,2025-07-25,TD20,2026-01-01,14.08,82.92
OCEAN,Months,2025-07-25,TD20,2026-02-01,14.08,82.92
OCEAN,Months,2025-07-25,TD20,2026-03-01,14.08,82.92
OCEAN,Months,2025-07-25,TD20,2026-04-01,12.05,70.97
OCEAN,Months,2025-07-25,TD20,2026-05-01,12.05,70.97
OCEAN,Months,2025-07-25,TD20,2026-06-01,12.05,70.97
OCEAN,Months,2025-07-25,TD22,2025-10-01,29.6296,8.0
OCEAN,Months,2025-07-25,TD22,2025-11-01,29.6296,8.0
OCEAN,Months,2025-07-25,TD22,2025-12-01,29.6296,8.0
OCEAN,Months,2025-07-25,TD22,2026-01-01,26.8519,7.25
OCEAN,Months,2025-07-25,TD22,2026-02-01,26.8519,7.25
OCEAN,Months,2025-07-25,TD22,2026-03-01,26.8519,7.25
OCEAN,Months,2025-07-25,TD22,2026-04-01,25.5556,6.9
OCEAN,Months,2025-07-25,TD22,2026-05-01,25.5556,6.9
OCEAN,Months,2025-07-25,TD22,2026-06-01,25.5556,6.9
OCEAN,Months,2025-07-25,TD25,2025-10-01,29.25,135.86
OCEAN,Months,2025-07-25,TD25,2025-11-01,29.25,135.86
OCEAN,Months,2025-07-25,TD25,2025-12-01,29.25,135.86
OCEAN,Months,2025-07-25,TD25,2026-01-01,26.49,123.04
OCEAN,Months,2025-07-25,TD25,2026-02-01,26.49,123.04
OCEAN,Months,2025-07-25,TD25,2026-03-01,26.49,123.04
OCEAN,Months,2025-07-25,TD25,2026-04-01,23.49,109.1
OCEAN,Months,2025-07-25,TD25,2026-05-01,23.49,109.1
OCEAN,Months,2025-07-25,TD25,2026-06-01,23.49,109.1
OCEAN,Months,2025-07-25,TD3C,2026-07-01,11.65,53.99
OCEAN,Months,2025-07-25,TD3C,2026-08-01,11.65,53.99
OCEAN,Months,2025-07-25,TD3C,2026-09-01,11.65,53.99
OCEAN,Months,2025-07-25,TD3C,2026-10-01,11.65,53.99
OCEAN,Months,2025-07-25,TD3C,2026-11-01,11.65,53.99
OCEAN,Months,2025-07-25,TD3C,2026-12-01,11.65,53.99
OCEAN,Months,2025-07-25,TD3C,2027-01-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-02-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-03-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-04-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-05-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-06-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-07-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-08-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-09-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-10-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-11-01,11.0,50.97
OCEAN,Months,2025-07-25,TD3C,2027-12-01,11.0,50.97
OCEAN,Months,2025-07-25,TD20,2026-07-01,12.57,74.03
OCEAN,Months,2025-07-25,TD20,2026-08-01,12.57,74.03
OCEAN,Months,2025-07-25,TD20,2026-09-01,12.57,74.03
OCEAN,Months,2025-07-25,TD20,2026-10-01,12.57,74.03
OCEAN,Months,2025-07-25,TD20,2026-11-01,12.57,74.03
OCEAN,Months,2025-07-25,TD20,2026-12-01,12.57,74.03
OCEAN,Months,2025-07-25,TD20,2027-01-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-02-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-03-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-04-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-05-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-06-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-07-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-08-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-09-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-10-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-11-01,11.5,67.73
OCEAN,Months,2025-07-25,TD20,2027-12-01,11.5,67.73
OCEAN,Months,2025-07-25,TD22,2026-07-01,25.9259,7.0
OCEAN,Months,2025-07-25,TD22,2026-08-01,25.9259,7.0
OCEAN,Months,2025-07-25,TD22,2026-09-01,25.9259,7.0
OCEAN,Months,2025-07-25,TD22,2026-10-01,25.9259,7.0
